Rk,Player,WAR,Season,Team
1228,Delino DeShields,1.6,2017,TEX
1229,Corey Dickerson,2.7,2017,TBR
1230,Derek Dietrich,1.2,2017,MIA
1231,Josh Donaldson,4.6,2017,TOR
1232,Brian Dozier,4.7,2017,MIN
1233,Brandon Drury,1.4,2017,ARI
1234,Lucas Duda,1.5,2017,"NYM,TBR"
1235,Adam Duvall,2,2017,CIN
1236,Jarrod Dyson,2.7,2017,SEA
1237,Jacoby Ellsbury,1.8,2017,NYY
1238,Edwin EncarnaciÃ³n,2.8,2017,CLE
1239,Adam Engel,-0.7,2017,CHW
1240,Alcides Escobar,-0.7,2017,KCR
1241,Yunel Escobar,0.3,2017,LAA
1242,Tyler Flowers,2,2017,ATL
1243,Logan Forsythe,1.9,2017,LAD
1244,Dexter Fowler,1.8,2017,STL
1245,Maikel Franco,0,2017,PHI
1246,Todd Frazier,2.9,2017,"CHW,NYY"
1247,Freddie Freeman,4.7,2017,ATL
1248,David Freese,2.2,2017,PIT
1249,Freddy Galvis,2.1,2017,PHI
1250,Ben Gamel,1,2017,SEA
1251,AvisaÃ­l GarcÃ­a,4.4,2017,CHW
1252,Brett Gardner,5,2017,NYY
1253,Scooter Gennett,2,2017,CIN
1254,Ryan Goins,1,2017,TOR
1255,Paul Goldschmidt,6.3,2017,ARI
1256,Yan Gomes,1.3,2017,CLE
1257,Carlos GÃ³mez,1.4,2017,TEX
1258,Carlos GonzÃ¡lez,-0.2,2017,COL
1259,Alex Gordon,-0.2,2017,KCR
1260,Yuli Gurriel,2.8,2017,HOU
1261,Yasmani Grandal,2.3,2017,LAD
1262,Curtis Granderson,1.5,2017,"LAD,NYM"
1263,Didi Gregorius,4.5,2017,NYY
1264,Randal Grichuk,0.6,2017,STL
1265,Jedd Gyorko,2.8,2017,STL
1266,Billy Hamilton,1.3,2017,CIN
1267,Mitch Haniger,3.1,2017,SEA
1268,Ian Happ,1.5,2017,CHC
1269,Bryce Harper,4.8,2017,WSN
1270,Josh Harrison,3.6,2017,PIT
1271,Chase Headley,2,2017,NYY
1272,Adeiny HechavarrÃ­a,0.4,2017,"MIA,TBR"
1273,Austin Hedges,0.9,2017,SDP
1274,Guillermo Heredia,1.3,2017,SEA
1275,CÃ©sar HernÃ¡ndez,2.8,2017,PHI
1276,Gorkys HernÃ¡ndez,-0.7,2017,SFG
1277,OdÃºbel Herrera,2.7,2017,PHI
1278,Jason Heyward,2.2,2017,CHC
1279,Aaron Hicks,3.9,2017,NYY
1280,Matt Holliday,-0.1,2017,NYY
1281,Eric Hosmer,4.3,2017,KCR
1282,Nick Hundley,0.4,2017,SFG
1283,Jose Iglesias,0.6,2017,DET
1284,Ender Inciarte,2.7,2017,ATL
1285,Austin Jackson,1.9,2017,CLE
1286,Jon Jay,1,2017,CHC
1287,Adam Jones,2.6,2017,BAL
1288,Tommy Joseph,-1.1,2017,PHI
1289,Matt Joyce,2,2017,OAK
1290,Aaron Judge,8,2017,NYY
1291,Matt Kemp,-1.3,2017,ATL
1292,Max Kepler,1.9,2017,MIN
1293,Kevin Kiermaier,4.8,2017,TBR
1294,Ian Kinsler,2,2017,DET
1295,Juan Lagares,2.1,2017,NYM
1296,Jake Lamb,2,2017,ARI
1297,DJ LeMahieu,3.4,2017,COL
1298,Sandy LeÃ³n,0.7,2017,BOS
1299,Francisco Lindor,5.7,2017,CLE
1300,Evan Longoria,3.1,2017,TBR
1301,Jed Lowrie,3.6,2017,OAK
1302,Jonathan Lucroy,0.5,2017,"COL,TEX"
1303,Manny Machado,3.8,2017,BAL
1304,Mikie Mahtook,0.1,2017,DET
1305,MartÃ­n Maldonado,1.7,2017,LAA
1306,Trey Mancini,2.4,2017,BAL
1307,Manuel Margot,2.4,2017,SDP
1308,Jake Marisnick,2,2017,HOU
1309,Nick Markakis,0.8,2017,ATL
1310,Russell Martin,1.7,2017,TOR
1311,Victor Martinez,-0.5,2017,DET
1312,J.D. Martinez,3.9,2017,"ARI,DET"
1313,Joe Mauer,3.9,2017,MIN
1314,Cameron Maybin,1.5,2017,"HOU,LAA"
1315,Nomar Mazara,-0.3,2017,TEX
1316,Brian McCann,0.8,2017,HOU
1317,James McCann,1.4,2017,DET
1318,Andrew McCutchen,3,2017,PIT
1319,Jordy Mercer,0.2,2017,PIT
1320,Whit Merrifield,3.2,2017,KCR
1321,Brad Miller,0.7,2017,TBR
1322,Yadier Molina,1.7,2017,STL
1323,Kendrys Morales,0,2017,TOR
1324,Mitch Moreland,1.9,2017,BOS
1325,Logan Morrison,3,2017,TBR
1326,Brandon Moss,-0.9,2017,KCR
1327,Mike Moustakas,1.6,2017,KCR
1328,Daniel Murphy,3.3,2017,WSN
1329,Wil Myers,2.1,2017,SDP
1330,Mike Napoli,-0.3,2017,TEX
1331,Omar NarvÃ¡ez,1.1,2017,CHW
1332,Rougned Odor,-0.5,2017,TEX
1333,Marcell Ozuna,5.6,2017,MIA
1334,Joe Panik,1.5,2017,SFG
1335,Gerardo Parra,0.7,2017,COL
1336,Steve Pearce,0.2,2017,TOR
1337,Joc Pederson,-0.4,2017,LAD
1338,Dustin Pedroia,2.6,2017,BOS
1339,Hunter Pence,0.1,2017,SFG
1340,David Peralta,2.4,2017,ARI
1341,HernÃ¡n PÃ©rez,0.7,2017,MIL
1342,Salvador Perez,2.5,2017,KCR
1343,Tommy Pham,6.2,2017,STL
1344,Brandon Phillips,0.9,2017,"ATL,LAA"
1345,Kevin Pillar,3,2017,TOR
1346,Manny PiÃ±a,2.6,2017,MIL
1347,Stephen Piscotty,0.4,2017,STL
1348,Gregory Polanco,0.3,2017,PIT
1349,Jorge Polanco,1.4,2017,MIN
1350,AJ Pollock,2.9,2017,ARI
1351,Buster Posey,4,2017,SFG
1352,Yasiel Puig,3.4,2017,LAD
1353,Albert Pujols,-1.9,2017,LAA
1354,Hanley RamÃ­rez,-0.3,2017,BOS
1355,JosÃ© RamÃ­rez,7,2017,CLE
1356,J.T. Realmuto,4.4,2017,MIA
1357,Josh Reddick,4.5,2017,HOU
1358,Anthony Rendon,6.1,2017,WSN
1359,Hunter Renfroe,0.7,2017,SDP
1360,Ben Revere,0,2017,LAA
1361,JosÃ© Reyes,0.1,2017,NYM
1362,Mark Reynolds,0.6,2017,COL
1363,Joey Rickard,0.7,2017,BAL
1364,Anthony Rizzo,4.5,2017,CHC
1365,Eddie Rosario,1.6,2017,MIN
1366,Cameron Rupp,1,2017,PHI
1367,Addison Russell,1.9,2017,CHC
1368,Gary SÃ¡nchez,4,2017,NYY
1369,Miguel SanÃ³,2.8,2017,MIN
1370,Carlos Santana,3.3,2017,CLE
1371,Domingo Santana,2.6,2017,MIL
1372,Scott Schebler,1.2,2017,CIN
1373,Jonathan Schoop,6.5,2017,BAL
1374,Kyle Schwarber,0.1,2017,CHC
1375,Corey Seager,5.3,2017,LAD
1376,Kyle Seager,3.6,2017,SEA
1377,Jean Segura,3.7,2017,SEA
1378,Marcus Semien,1.8,2017,OAK
1379,Travis Shaw,3.5,2017,MIL
1380,Andrelton Simmons,7.9,2017,LAA
1381,Seth Smith,0.6,2017,BAL
1382,Justin Smoak,3,2017,TOR
1383,Steven Souza Jr.,3.9,2017,TBR
1384,Denard Span,-1.3,2017,SFG
1385,Cory Spangenberg,0.4,2017,SDP
1386,George Springer,5,2017,HOU
1387,Giancarlo Stanton,7.9,2017,MIA
1388,Trevor Story,2.6,2017,COL
1389,Dee Strange-Gordon,3.8,2017,MIA
1390,Eugenio SuÃ¡rez,3.5,2017,CIN
1391,Ichiro Suzuki,-0.2,2017,MIA
1392,Dansby Swanson,-0.1,2017,ATL
1393,Matt Szczur,0.3,2017,"CHC,SDP"
1394,Chris Taylor,4.4,2017,LAD
1395,Michael A. Taylor,2.7,2017,WSN
1396,Eric Thames,1,2017,MIL
1397,Mike Trout,6.9,2017,LAA
1398,Mark Trumbo,-0.5,2017,BAL
1399,Trea Turner,3,2017,WSN
1400,Justin Turner,5.6,2017,LAD
1401,Justin Upton,5.7,2017,"DET,LAA"
1402,Chase Utley,0.9,2017,LAD
1403,Danny Valencia,1,2017,SEA
1404,Christian VÃ¡zquez,0.9,2017,BOS
1405,Jonathan Villar,0.2,2017,MIL
1406,Stephen Vogt,-0.4,2017,"MIL,OAK"
1407,Joey Votto,8.1,2017,CIN
1408,Neil Walker,1.8,2017,"MIL,NYM"
1409,Matt Wieters,-0.9,2017,WSN
1410,Nick Williams,0.2,2017,PHI
1411,Kolten Wong,1.6,2017,STL
1412,Christian Yelich,3.7,2017,MIA
1413,Bradley Zimmer,1.6,2017,CLE
1414,Ryan Zimmerman,2.6,2017,WSN
1415,Ben Zobrist,0.1,2017,CHC
1416,Mike Zunino,3.4,2017,SEA
1417,JosÃ© Abreu,3.1,2016,CHW
1418,Matt Adams,0.5,2016,STL
1419,Nick Ahmed,0.4,2016,ARI
1420,Yonder Alonso,-0.2,2016,OAK
1421,Jose Altuve,7.9,2016,HOU
1422,Pedro Ãlvarez,0.9,2016,BAL
1423,Tim Anderson,2.4,2016,CHW
1424,Elvis Andrus,2.9,2016,TEX
1425,Nori Aoki,1.7,2016,SEA
1426,Nolan Arenado,5.9,2016,COL
1427,Erick Aybar,0.1,2016,"ATL,DET"
1428,Tucker Barnhart,0.9,2016,CIN
1429,JosÃ© Bautista,1.2,2016,TOR
1430,Brandon Belt,4.1,2016,SFG
1431,Adrian BeltrÃ©,6.7,2016,TEX
1432,Mookie Betts,9.5,2016,BOS
1433,Charlie Blackmon,4.6,2016,COL
1434,Xander Bogaerts,3.8,2016,BOS
1435,Justin Bour,1.3,2016,MIA
1436,Peter Bourjos,0.4,2016,PHI
1437,Michael Bourn,-0.2,2016,"ARI,BAL"
1438,Jackie Bradley Jr.,5.8,2016,BOS
1439,Ryan Braun,4.3,2016,MIL
1440,Jay Bruce,1,2016,"CIN,NYM"
1441,Kris Bryant,7.3,2016,CHC
1442,Billy Burns,-0.9,2016,"KCR,OAK"
1443,Byron Buxton,1.7,2016,MIN
1444,AsdrÃºbal Cabrera,3.3,2016,NYM
1445,Melky Cabrera,2.5,2016,CHW
1446,Miguel Cabrera,5.1,2016,DET
1447,Lorenzo Cain,3,2016,KCR
1448,Kole Calhoun,3.2,2016,LAA
1449,Robinson CanÃ³,7.3,2016,SEA
1450,Ezequiel Carrera,0.9,2016,TOR
1451,Chris Carter,0.9,2016,MIL
1452,Nick Castellanos,2.3,2016,DET
1453,Welington Castillo,2.2,2016,ARI
1454,Jason Castro,1,2016,HOU
1455,Starlin Castro,1.2,2016,NYY
1456,Francisco Cervelli,1.5,2016,PIT
1457,Yoenis CÃ©spedes,3,2016,NYM
1458,Lonnie Chisenhall,1.5,2016,CLE
1459,Michael Conforto,0.6,2016,NYM
1460,Carlos Correa,7,2016,HOU
1461,Zack Cozart,2.2,2016,CIN
1462,Brandon Crawford,5.5,2016,SFG
1463,Coco Crisp,0.4,2016,"CLE,OAK"
1464,C.J. Cron,1.9,2016,LAA
1465,Nelson Cruz,4.8,2016,SEA
1466,Cheslor Cuthbert,0.3,2016,KCR
1467,Khris Davis,2.5,2016,OAK
1468,Rajai Davis,0.9,2016,CLE
1469,Chris Davis,3.1,2016,BAL
1470,Ian Desmond,2.2,2016,TEX
1471,Aledmys DÃ­az,2.9,2016,STL
1472,Josh Donaldson,7.2,2016,TOR
1473,Brian Dozier,5.8,2016,MIN
1474,Brandon Drury,0,2016,ARI
1475,Adam Duvall,3.3,2016,CIN
1476,Jarrod Dyson,2.9,2016,KCR
1477,Adam Eaton,6.6,2016,CHW
1478,Jacoby Ellsbury,2.7,2016,NYY
1479,Edwin EncarnaciÃ³n,4.1,2016,TOR
1480,Alcides Escobar,0.7,2016,KCR
1481,Yunel Escobar,1.2,2016,LAA
1482,Danny Espinosa,2,2016,WSN
1483,Prince Fielder,-1.6,2016,TEX
1484,RamÃ³n Flores,-1.4,2016,MIL
1485,Tyler Flowers,0.4,2016,ATL
1486,Logan Forsythe,3.5,2016,TBR
1487,Dexter Fowler,4,2016,CHC
1488,Maikel Franco,0.6,2016,PHI
1489,Todd Frazier,3.4,2016,CHW
1490,Freddie Freeman,6.3,2016,ATL
1491,Freddy Galvis,1.1,2016,PHI
1492,Adonis GarcÃ­a,-0.2,2016,ATL
1493,Brett Gardner,3.2,2016,NYY
1494,Scooter Gennett,0.5,2016,MIL
1495,Johnny Giavotella,0.2,2016,LAA
1496,Paul Goldschmidt,5,2016,ARI
1497,Carlos GÃ³mez,0,2016,"HOU,TEX"
1498,AdriÃ¡n GonzÃ¡lez,1.9,2016,LAD
1499,Carlos GonzÃ¡lez,2.3,2016,COL
1500,Marwin GonzÃ¡lez,1.2,2016,HOU
1501,Alex Gordon,0.7,2016,KCR
1502,Phil Gosselin,0.5,2016,ARI
1503,Yasmani Grandal,3,2016,LAD
1504,Curtis Granderson,2.8,2016,NYM
1505,Didi Gregorius,2.3,2016,NYY
1506,Randal Grichuk,2.7,2016,STL
1507,Brandon Guyer,2.1,2016,"CLE,TBR"
1508,Billy Hamilton,3.1,2016,CIN
1509,J.J. Hardy,2.1,2016,BAL
1510,Bryce Harper,1.5,2016,WSN
1511,Josh Harrison,2,2016,PIT
1512,Chase Headley,2.3,2016,NYY
1513,Adeiny HechavarrÃ­a,1,2016,MIA
1514,CÃ©sar HernÃ¡ndez,3,2016,PHI
1515,OdÃºbel Herrera,4.6,2016,PHI
1516,Jason Heyward,1,2016,CHC
1517,Aaron Hicks,-0.2,2016,NYY
1518,Aaron Hill,1.2,2016,"BOS,MIL"
1519,Matt Holliday,0.5,2016,STL
1520,Eric Hosmer,1.6,2016,KCR
1521,Ryan Howard,-1.2,2016,PHI
1522,Chris Iannetta,0.2,2016,SEA
1523,Jose Iglesias,2.5,2016,DET
1524,Ender Inciarte,3.8,2016,ATL
1525,Travis Jankowski,1.4,2016,SDP
1526,John Jaso,0.7,2016,PIT
1527,Jon Jay,1.2,2016,SDP
1528,Chris Johnson,-0.7,2016,MIA
1529,Adam Jones,1.7,2016,BAL
1530,Tommy Joseph,0.5,2016,PHI
1531,Matt Joyce,1.8,2016,PIT
1532,Jung Ho Kang,2.3,2016,PIT
1533,Matt Kemp,0.3,2016,"ATL,SDP"
1534,Howie Kendrick,0.6,2016,LAD
1535,Max Kepler,2.4,2016,MIN
1536,Kevin Kiermaier,5.5,2016,TBR
1537,Hyun Soo Kim,0.9,2016,BAL
1538,Ian Kinsler,5.6,2016,DET
1539,Jason Kipnis,3.8,2016,CLE
1540,Jake Lamb,2.8,2016,ARI
1541,Brett Lawrie,1.2,2016,CHW
1542,Dae-ho Lee,0.1,2016,SEA
1543,DJ LeMahieu,5.3,2016,COL
1544,Adam Lind,-0.3,2016,SEA
1545,Francisco Lindor,5.1,2016,CLE
1546,James Loney,-0.1,2016,NYM
1547,Evan Longoria,4.4,2016,TBR
1548,Jed Lowrie,-0.4,2016,OAK
1549,Jonathan Lucroy,3.7,2016,"MIL,TEX"
1550,Manny Machado,7.3,2016,BAL
1551,Jake Marisnick,1.7,2016,HOU
1552,Nick Markakis,1.6,2016,ATL
1553,Ketel Marte,0.4,2016,SEA
1554,Starling Marte,4.8,2016,PIT
1555,Russell Martin,2,2016,TOR
1556,Victor Martinez,1.5,2016,DET
1557,J.D. Martinez,1.7,2016,DET
1558,Leonys MartÃ­n,1.1,2016,SEA
1559,Joe Mauer,2.2,2016,MIN
1560,Cameron Maybin,1.7,2016,DET
1561,Nomar Mazara,0.3,2016,TEX
1562,Brian McCann,0.8,2016,NYY
1563,James McCann,0.9,2016,DET
1564,Andrew McCutchen,-0.3,2016,PIT
1565,Jordy Mercer,1.2,2016,PIT
1566,Brad Miller,0.9,2016,TBR
1567,Yadier Molina,3,2016,STL
1568,Kendrys Morales,0.9,2016,KCR
1569,Mitch Moreland,1,2016,TEX
1570,Logan Morrison,0.4,2016,TBR
1571,Daniel Murphy,4.5,2016,WSN
1572,Wil Myers,3.5,2016,SDP
1573,Mike Napoli,1,2016,CLE
1574,Tyler Naquin,1.3,2016,CLE
1575,Dioner Navarro,-1,2016,"CHW,TOR"
1576,Kirk Nieuwenhuis,0.7,2016,MIL
1577,Derek Norris,0.3,2016,SDP
1578,Eduardo NÃºÃ±ez,1.7,2016,"MIN,SFG"
1579,Rougned Odor,2.7,2016,TEX
1580,Paulo Orlando,2,2016,KCR
1581,David Ortiz,5.2,2016,BOS
1582,Marcell Ozuna,2.1,2016,MIA
1583,Ãngel PagÃ¡n,1.8,2016,SFG
1584,Joe Panik,1.2,2016,SFG
1585,Joc Pederson,3.4,2016,LAD
1586,Dustin Pedroia,5.4,2016,BOS
1587,Hunter Pence,2.2,2016,SFG
1588,Salvador Perez,2.9,2016,KCR
1589,Carlos PÃ©rez,0.7,2016,LAA
1590,Jace Peterson,0.9,2016,ATL
1591,Brandon Phillips,0.1,2016,CIN
1592,Kevin Pillar,3.6,2016,TOR
1593,Stephen Piscotty,2.8,2016,STL
1594,Gregory Polanco,1.6,2016,PIT
1595,Buster Posey,4.9,2016,SFG
1596,MartÃ­n Prado,3.8,2016,MIA
1597,Yasiel Puig,1.3,2016,LAD
1598,Albert Pujols,1.5,2016,LAA
1599,Hanley RamÃ­rez,2.6,2016,BOS
1600,Alexei RamÃ­rez,-1.7,2016,"SDP,TBR"
1601,JosÃ© RamÃ­rez,4.8,2016,CLE
1602,Wilson Ramos,3,2016,WSN
1603,Colby Rasmus,2.6,2016,HOU
1604,J.T. Realmuto,2.6,2016,MIA
1605,Josh Reddick,2.4,2016,"LAD,OAK"
1606,Nolan Reimold,-0.3,2016,BAL
1607,Anthony Rendon,4.5,2016,WSN
1608,Ben Revere,-1,2016,WSN
1609,Mark Reynolds,1.3,2016,COL
1610,Joey Rickard,-0.3,2016,BAL
1611,Anthony Rizzo,5.8,2016,CHC
1612,Eddie Rosario,1.2,2016,MIN
1613,Cameron Rupp,1.1,2016,PHI
1614,Addison Russell,3.7,2016,CHC
1615,Carlos Santana,3.5,2016,CLE
1616,Michael Saunders,1.5,2016,TOR
1617,Jonathan Schoop,3.4,2016,BAL
1618,Corey Seager,5.2,2016,LAD
1619,Kyle Seager,6.7,2016,SEA
1620,Jean Segura,6.4,2016,ARI
1621,Marcus Semien,3.5,2016,OAK
1622,Travis Shaw,1.7,2016,BOS
1623,Andrelton Simmons,4.4,2016,LAA
1624,Seth Smith,0.5,2016,SEA
1625,Justin Smoak,-0.5,2016,TOR
1626,Jake Smolinski,-0.6,2016,OAK
1627,Yangervis Solarte,2.8,2016,SDP
1628,Steven Souza Jr.,0.8,2016,TBR
1629,Denard Span,1.6,2016,SFG
1630,George Springer,5.1,2016,HOU
1631,Giancarlo Stanton,2.5,2016,MIA
1632,Trevor Story,4.3,2016,COL
1633,Eugenio SuÃ¡rez,1.6,2016,CIN
1634,Kurt Suzuki,0.3,2016,MIN
1635,Mark Teixeira,-1.1,2016,NYY
1636,Yasmany TomÃ¡s,-0.9,2016,ARI
1637,Devon Travis,2.5,2016,TOR
1638,Mike Trout,10.5,2016,LAA
1639,Mark Trumbo,2.1,2016,BAL
1640,Troy Tulowitzki,3.2,2016,TOR
1641,Justin Turner,5,2016,LAD
1642,Justin Upton,1.7,2016,DET
1643,B.J. Upton,1.4,2016,"SDP,TOR"
1644,Chase Utley,1.2,2016,LAD
1645,Luis Valbuena,2.3,2016,HOU
1646,Jonathan Villar,3.2,2016,MIL
1647,Stephen Vogt,2.1,2016,OAK
1648,Joey Votto,4.2,2016,CIN
1649,Neil Walker,2.2,2016,NYM
1650,Jayson Werth,0.3,2016,WSN
1651,Matt Wieters,1.9,2016,BAL
1652,Kolten Wong,1.3,2016,STL
1653,Christian Yelich,4.9,2016,MIA
1654,Ryan Zimmerman,-0.7,2016,WSN
1655,Ben Zobrist,3.4,2016,CHC
1656,JosÃ© Abreu,3.5,2015,CHW
1657,Dustin Ackley,-1,2015,"NYY,SEA"
1658,Nick Ahmed,1.1,2015,ARI
1659,Yonder Alonso,1.9,2015,SDP
1660,Jose Altuve,4,2015,HOU
1661,Pedro Ãlvarez,0.1,2015,PIT
1662,Alexi Amarista,-0.4,2015,SDP
1663,Elvis Andrus,1.8,2015,TEX
1664,Nori Aoki,1,2015,SFG
1665,Nolan Arenado,6.3,2015,COL
1666,Erick Aybar,2.2,2015,LAA
1667,Clint Barmes,0.1,2015,SDP
1668,Brandon Barnes,-1.1,2015,COL
1669,JosÃ© Bautista,4.8,2015,TOR
1670,Brandon Belt,4.1,2015,SFG
1671,Carlos BeltrÃ¡n,1.1,2015,NYY
1672,Adrian BeltrÃ©,4.4,2015,TEX
1673,Mookie Betts,6.1,2015,BOS
1674,Charlie Blackmon,2,2015,COL
1675,GrÃ©gor Blanco,1,2015,SFG
1676,Xander Bogaerts,4.3,2015,BOS
1677,Justin Bour,0.5,2015,MIA
1678,Peter Bourjos,-0.8,2015,STL
1679,Michael Bourn,0.2,2015,"ATL,CLE"
1680,Michael Brantley,3.8,2015,CLE
1681,Ryan Braun,3.3,2015,MIL
1682,Jay Bruce,0.9,2015,CIN
1683,Kris Bryant,5.3,2015,CHC
1684,Billy Burns,3.2,2015,OAK
1685,Billy Butler,-0.6,2015,OAK
1686,Marlon Byrd,1.4,2015,"CIN,SFG"
1687,AsdrÃºbal Cabrera,1.6,2015,TBR
1688,Melky Cabrera,1.5,2015,CHW
1689,Miguel Cabrera,4.9,2015,DET
1690,Lorenzo Cain,7,2015,KCR
1691,Kole Calhoun,3.1,2015,LAA
1692,Robinson CanÃ³,3.5,2015,SEA
1693,Matt Carpenter,5,2015,STL
1694,Ezequiel Carrera,-1,2015,TOR
1695,Chris Carter,0.5,2015,HOU
1696,Nick Castellanos,1.3,2015,DET
1697,Welington Castillo,1.1,2015,"ARI,CHC,SEA"
1698,Jason Castro,1.7,2015,HOU
1699,Starlin Castro,0.4,2015,CHC
1700,Francisco Cervelli,3.4,2015,PIT
1701,Yoenis CÃ©spedes,6.2,2015,"DET,NYM"
1702,Shin-Soo Choo,3.2,2015,TEX
1703,Chris Coghlan,2.2,2015,CHC
1704,Carlos Correa,4.8,2015,HOU
1705,Brandon Crawford,5.8,2015,SFG
1706,Nelson Cruz,5.1,2015,SEA
1707,Khris Davis,0.6,2015,MIL
1708,Rajai Davis,1.6,2015,DET
1709,Chris Davis,4.9,2015,BAL
1710,Alejandro De Aza,0.7,2015,"BAL,BOS,SFG"
1711,Delino DeShields,1,2015,TEX
1712,Ian Desmond,2,2015,WSN
1713,Josh Donaldson,7.1,2015,TOR
1714,Brian Dozier,2.8,2015,MIN
1715,Stephen Drew,0.3,2015,NYY
1716,Lucas Duda,2.8,2015,NYM
1717,Matt Duffy,3.9,2015,SFG
1718,Adam Eaton,4.1,2015,CHW
1719,Jacoby Ellsbury,1.8,2015,NYY
1720,Edwin EncarnaciÃ³n,4.9,2015,TOR
1721,Alcides Escobar,1,2015,KCR
1722,Yunel Escobar,2,2015,WSN
1723,Danny Espinosa,1.9,2015,WSN
1724,Andre Ethier,2.7,2015,LAD
1725,Prince Fielder,2,2015,TEX
1726,Wilmer Flores,1.2,2015,NYM
1727,Tyler Flowers,0.8,2015,CHW
1728,Logan Forsythe,4.6,2015,TBR
1729,Dexter Fowler,2.4,2015,CHC
1730,Jeff Francoeur,-0.7,2015,PHI
1731,Todd Frazier,3.5,2015,CIN
1732,Freddie Freeman,3,2015,ATL
1733,David Freese,2.9,2015,LAA
1734,Sam Fuld,0.8,2015,OAK
1735,Freddy Galvis,0.1,2015,PHI
1736,AvisaÃ­l GarcÃ­a,0.3,2015,CHW
1737,Brett Gardner,3.6,2015,NYY
1738,Evan Gattis,0.9,2015,HOU
1739,Scooter Gennett,0,2015,MIL
1740,Johnny Giavotella,1.2,2015,LAA
1741,Paul Goldschmidt,8.3,2015,ARI
1742,Yan Gomes,0.9,2015,CLE
1743,Carlos GÃ³mez,2.2,2015,"HOU,MIL"
1744,AdriÃ¡n GonzÃ¡lez,4.6,2015,LAD
1745,Carlos GonzÃ¡lez,2.6,2015,COL
1746,Alex Gordon,2.6,2015,KCR
1747,Anthony Gose,0.8,2015,DET
1748,Yasmani Grandal,1.5,2015,LAD
1749,Curtis Granderson,5.1,2015,NYM
1750,Didi Gregorius,3,2015,NYY
1751,Randal Grichuk,3.1,2015,STL
1752,Brandon Guyer,2.2,2015,TBR
1753,Jedd Gyorko,0.6,2015,SDP
1754,Billy Hamilton,1.1,2015,CIN
1755,J.J. Hardy,-0.3,2015,BAL
1756,Bryce Harper,9.7,2015,WSN
1757,Chase Headley,0.8,2015,NYY
1758,Adeiny HechavarrÃ­a,2.6,2015,MIA
1759,CÃ©sar HernÃ¡ndez,1.4,2015,PHI
1760,OdÃºbel Herrera,4.1,2015,PHI
1761,Jason Heyward,6.9,2015,STL
1762,Aaron Hicks,1.4,2015,MIN
1763,Eric Hosmer,4.3,2015,KCR
1764,Ryan Howard,-1.6,2015,PHI
1765,Nick Hundley,1.9,2015,COL
1766,Torii Hunter,-0.7,2015,MIN
1767,Chris Iannetta,0.7,2015,LAA
1768,Jose Iglesias,1.3,2015,DET
1769,Ender Inciarte,5,2015,ARI
1770,Omar Infante,-0.7,2015,KCR
1771,Austin Jackson,1.6,2015,"CHC,SEA"
1772,Adam Jones,3.5,2015,BAL
1773,Caleb Joseph,2.1,2015,BAL
1774,Matt Kemp,0.5,2015,SDP
1775,Howie Kendrick,1.6,2015,LAD
1776,Kevin Kiermaier,7.1,2015,TBR
1777,Ian Kinsler,4.7,2015,DET
1778,Jason Kipnis,4,2015,CLE
1779,Juan Lagares,0.4,2015,NYM
1780,Jake Lamb,2.3,2015,ARI
1781,Brett Lawrie,1.7,2015,OAK
1782,DJ LeMahieu,1.8,2015,COL
1783,Adam Lind,3.6,2015,MIL
1784,Francisco Lindor,4,2015,CLE
1785,James Loney,-0.8,2015,TBR
1786,Evan Longoria,4.5,2015,TBR
1787,Jonathan Lucroy,1,2015,MIL
1788,Manny Machado,7.5,2015,BAL
1789,Jake Marisnick,2.5,2015,HOU
1790,Nick Markakis,2,2015,ATL
1791,Starling Marte,5,2015,PIT
1792,Russell Martin,3.2,2015,TOR
1793,Victor Martinez,-1.8,2015,DET
1794,J.D. Martinez,5.4,2015,DET
1795,Leonys MartÃ­n,0.9,2015,TEX
1796,Joe Mauer,1.3,2015,MIN
1797,Cameron Maybin,0.6,2015,ATL
1798,Brian McCann,2.8,2015,NYY
1799,James McCann,0.7,2015,DET
1800,Andrew McCutchen,5,2015,PIT
1801,Jordy Mercer,0.4,2015,PIT
1802,Brad Miller,0.1,2015,SEA
1803,Yadier Molina,1.6,2015,STL
1804,Miguel Montero,1.8,2015,CHC
1805,Kendrys Morales,2.7,2015,KCR
1806,Mitch Moreland,2.3,2015,TEX
1807,Logan Morrison,-0.1,2015,SEA
1808,Brandon Moss,-0.3,2015,"CLE,STL"
1809,Mike Moustakas,4.1,2015,KCR
1810,Mike Napoli,0.8,2015,"BOS,TEX"
1811,Derek Norris,2.5,2015,SDP
1812,Rougned Odor,2.1,2015,TEX
1813,David Ortiz,3.1,2015,BOS
1814,Chris Owings,-0.2,2015,ARI
1815,Marcell Ozuna,0.9,2015,MIA
1816,Ãngel PagÃ¡n,-1.8,2015,SFG
1817,Joe Panik,3.5,2015,SFG
1818,Jimmy Paredes,0.4,2015,BAL
1819,Gerardo Parra,1.2,2015,"BAL,MIL"
1820,Ben Paulsen,1.1,2015,COL
1821,Joc Pederson,2.6,2015,LAD
1822,Dustin Pedroia,2.6,2015,BOS
1823,Brayan PeÃ±a,0.4,2015,CIN
1824,Jhonny Peralta,1.2,2015,STL
1825,David Peralta,3.6,2015,ARI
1826,HernÃ¡n PÃ©rez,-0.5,2015,"DET,MIL"
1827,Salvador Perez,2.4,2015,KCR
